date,site,who,transect,segment,vial_number,specimen_number,gross_ID,plant,notes,round,start_time,end_time,insect_subfamily,insect_genus,insect_species,fine_ID,tray_num,pollen
7/16/2016,Avery Picnic,LAT,P7,5,L16,18427,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P7,7,L17,18428,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia minor,2016_12,
7/16/2016,Avery Picnic,LAT,P3,8,L18,18429,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,8,L18,18430,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,8,L19,18431,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,8,L20,18432,Other fly,Helianthella quinquenervis,,1,,,Azeliinae,Thricops,,Thricops,2016_35,
7/16/2016,Avery Picnic,LAT,P3,8,L21,18433,Hemipteran,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,8,L21,18434,Hemipteran,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P1,7,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P1,7,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P1,7,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P1,7,,NA,Other fly,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P1,10,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P1,10,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P7,6,,NA,Hemipteran,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P7,1,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P7,1,,NA,Hemipteran,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P3,4,,NA,Bombus bifarius,Helianthella quinquenervis,,1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/16/2016,Avery Picnic,RK,P3,4,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,RK,P3,4,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,1,,NA,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,4,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,4,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,4,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,4,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,4,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,4,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,4,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,4,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,10,,NA,Bombus unknown,Cirsium tioganum var. coloradense,,1,,,Apinae,Bombus,,Bombus,,
7/16/2016,Avery Picnic,ASM,P5,10,,NA,Other fly,Cirsium tioganum var. coloradense,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,10,,NA,Hemipteran,Erigeron speciosus,tiny green,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P7,10,,NA,Other fly,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P7,10,,NA,Other fly,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P7,10,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P7,10,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P3,2,,NA,Other fly,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P3,2,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P3,2,,NA,Other fly,Delphinium barbeyi,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P3,2,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P3,2,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,5,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,5,,NA,Hemipteran,Hymenoxys hoopesii,green,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,5,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,5,,NA,Other fly,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,5,,NA,Other fly,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,5,,NA,Hemipteran,Hymenoxys hoopesii,green,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,5,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,5,,NA,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,5,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P7,9,,NA,Hemipteran,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P7,9,,NA,White butterfly,Hymenoxys hoopesii,Artogeia napi (Pieris napi),1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P7,9,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,6,,NA,Other fly,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,6,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,6,,NA,White butterfly,Hymenoxys hoopesii,Artogeia napi (Pieris napi),1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,6,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P5,6,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,ASM,P1,3,,NA,Other fly,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P5,3,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P5,3,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P5,3,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P5,2,,NA,Other fly,Hackelia floribunda,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P7,3,,NA,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P7,3,,NA,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P1,1,,NA,Other fly,Geranium viscosissimum,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P3,3,,NA,Other fly,Valeriana edulis,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P3,3,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P3,3,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P3,3,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P3,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P3,1,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P1,6,,NA,Small black solitary bee,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P1,6,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P1,6,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P1,4,,NA,Hemipteran,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P1,4,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,DRM,P1,4,,NA,Unknown,Potentilla pulcherrima,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Ants,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,5,,NA,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P1,5,,NA,Hemipteran,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,9,,NA,Other fly,Delphinium barbeyi,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P7,4,,NA,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P7,5,,NA,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P7,5,,NA,Other fly,Erigeron elatior,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P7,7,,NA,Hemipteran,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P7,7,,NA,Hemipteran,Hymenoxys hoopesii,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,8,,NA,Other fly,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,8,,NA,Hemipteran,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,8,,NA,Hemipteran,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,8,,NA,Hemipteran,Heracleum sphondylium,,1,,,,,,,,
7/16/2016,Avery Picnic,LAT,P3,8,,NA,Hemipteran,Heracleum sphondylium,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P1,7,D1,18462,Hemipteran,Ligusticum porteri,,1,,,,,,,2016_25,
7/20/2016,Gothic Town,DRM,P7,7,D2,18463,Hemipteran,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P3,8,D3,18464,Hemipteran,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P3,8,D3,18465,Hemipteran,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P3,8,D3,18466,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P5,8,D4,18467,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P5,8,D4,18468,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P5,8,D4,18469,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P5,8,D4,18470,Hemipteran,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P5,8,D4,18471,Hemipteran,Delphinium barbeyi,,1,,,,,,Silphidae,2016_3,
7/20/2016,Gothic Town,DRM,P5,8,D4,18472,Hemipteran,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P5,8,D4,18473,Hemipteran,Delphinium barbeyi,,1,,,,,,Silphidae,2016_3,
7/20/2016,Gothic Town,DRM,P5,8,D4,18474,Other fly,Delphinium barbeyi,,1,,,,,,Drymeia/Hydrotaea,,
7/20/2016,Gothic Town,DRM,P7,1,D5,18475,Beetles,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P7,1,D5,18476,Beetles,Delphinium barbeyi,,1,,,,,,Silphidae,2016_3,
7/20/2016,Gothic Town,DRM,P7,1,D5,18477,Beetles,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P7,1,D5,18478,Beetles,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P7,1,D5,18479,Beetles,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P7,1,D5,18480,Beetles,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P7,1,D5,18481,Beetles,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,DRM,P7,1,D5,18482,Beetles,Delphinium barbeyi,There is 1 extra in the vial,1,,,,,,Silphidae,2016_3,
7/20/2016,Gothic Town,DRM,P7,1,D5,18483,Other fly,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P7,1,D5,18484,Other fly,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P7,1,D5,18485,Other fly,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P7,1,D5,18486,Other fly,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P7,1,D5,18487,Other fly,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P7,1,D6,18488,Other fly,Potentilla pulcherrima,There are 3 extra in the vial,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2016,Gothic Town,DRM,P7,6,D7,18489,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P5,3,D8,18490,Hemipteran,Potentilla pulcherrima,7 other tiny insects caught with hemipteran,1,,,,,,,2016_25,
7/20/2016,Gothic Town,DRM,P3,2,D9,18491,Hemipteran,Delphinium barbeyi,25 unknown teeny tiny were also on flower MISSING,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P3,2,D9,18492,Hemipteran,Delphinium barbeyi,25 unknown teeny tiny were also on flower MISSING,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P3,2,D9,18493,Beetles,Delphinium barbeyi,25 unknown teeny tiny were also on flower MISSING,1,,,,,,Silphidae,2016_3,
7/20/2016,Gothic Town,DRM,P3,2,D9,18494,Beetles,Delphinium barbeyi,25 unknown teeny tiny were also on flower MISSING,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,LAT,P1,10,L1,18495,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/20/2016,Gothic Town,LAT,P7,2,L2,18496,Beetles,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P7,2,L2,18497,Beetles,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,LAT,P5,2,L3,18498,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,2,L4,18499,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,2,L5,18500,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,2,L5,18501,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,2,L5,18502,Beetles,Delphinium barbeyi,,1,,,,,,,2016_59,
7/20/2016,Gothic Town,LAT,P5,2,L6,18503,Other fly,Vicia americana,,1,,,,,,Anthomyiidae 5,2016_34,
7/20/2016,Gothic Town,LAT,P5,2,L7,18504,Other fly,Delphinium barbeyi,,1,,,,,,Drymeia/Hydrotaea,,
7/20/2016,Gothic Town,LAT,P7,10,L8,18505,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/20/2016,Gothic Town,LAT,P7,10,L9,18506,Wasps,Potentilla pulcherrima,?,1,,,,,,,2016_59,
7/20/2016,Gothic Town,LAT,P1,2,L10,18507,Beetles,Delphinium barbeyi,Large beetle observed; 5 smaller also went in vial,1,,,,,,Silphidae,2016_3,
7/20/2016,Gothic Town,LAT,P1,2,L11,18508,Hemipteran,Potentilla pulcherrima,,1,,,,,,,2016_25,
7/20/2016,Gothic Town,LAT,P5,1,L12,18509,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,1,L12,18510,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,1,L13,18511,Hemipteran,Delphinium barbeyi,Green hemipteran observed; small beetles also fell in vial,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,1,L14,18512,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,1,L15,18513,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,ASM,P5,4,A1,18514,Hemipteran,Linum lewisii,,1,,,,,,,2016_25,
7/20/2016,Gothic Town,ASM,P1,3,A2,18515,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia minor,2016_12,
7/20/2016,Gothic Town,ASM,P1,1,A3,18516,Hemipteran,Wyethia amplexicaulis,green,1,,,,,,,,
7/20/2016,Gothic Town,ASM,P1,1,A3,18517,Hemipteran,Wyethia amplexicaulis,green,1,,,,,,,,
7/20/2016,Gothic Town,ASM,P1,1,A4,18518,Hemipteran,Wyethia amplexicaulis,brown,1,,,,,,,2016_23,
7/20/2016,Gothic Town,ASM,P1,1,A5,18519,Hemipteran,Wyethia amplexicaulis,brown,1,,,,,,,2016_23,
7/20/2016,Gothic Town,ASM,P5,10,A6,18520,Other fly,Linum lewisii,,1,,,,,,Drymeia/Hydrotaea,,
7/20/2016,Gothic Town,ASM,P5,10,A7,18521,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia minor,2016_12,
7/20/2016,Gothic Town,ASM,P5,10,A8,18522,Other fly,Linum lewisii,,1,,,,,,Drymeia/Hydrotaea,,
7/20/2016,Gothic Town,ASM,P3,10,A9,18523,Hemipteran,Delphinium barbeyi,green,1,,,,,,,,
7/20/2016,Gothic Town,ASM,P3,10,A10,18524,Other fly,Linum lewisii,,1,,,Azeliinae,Thricops,,Thricops,2016_35,
7/20/2016,Gothic Town,ASM,P3,6,A11,18525,Other fly,Linum lewisii,,1,,,Azeliinae,Thricops,,Thricops,2016_35,
7/20/2016,Gothic Town,ASM,P5,9,A12,18526,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia minor,2016_12,
7/20/2016,Gothic Town,RK,P3,9,R1,18527,Other fly,Linum lewisii,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2016,Gothic Town,RK,P3,9,R2,18528,Other fly,Linum lewisii,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2016,Gothic Town,RK,P3,9,R3,18529,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,RK,P1,6,R4,18530,Other fly,Wyethia amplexicaulis,,1,,,,,,,2016_72,
7/20/2016,Gothic Town,RK,P1,6,R4,18531,Hemipteran,Wyethia amplexicaulis,,1,,,,,,,2016_24,
7/20/2016,Gothic Town,RK,P5,6,R5,18532,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,RK,P5,6,R6,18533,Beetles,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,RK,P5,6,R7,18534,Hemipteran,Potentilla pulcherrima,,1,,,,,,,2016_24,
7/20/2016,Gothic Town,RK,P5,6,R7,18535,Hemipteran,Potentilla pulcherrima,,1,,,,,,,2016_24,
7/20/2016,Gothic Town,RK,P3,1,R8,18536,Other fly,Helianthella quinquenervis,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2016,Gothic Town,RK,P3,1,R8,18537,Hemipteran,Helianthella quinquenervis,,1,,,,,,,2016_23,
7/20/2016,Gothic Town,RK,P3,1,R8,18538,Hemipteran,Helianthella quinquenervis,,1,,,,,,,2016_23,
7/20/2016,Gothic Town,RK,P3,1,R9,18539,Hemipteran,Helianthella quinquenervis,,1,,,,,,,2016_25,
7/20/2016,Gothic Town,RK,P3,1,R10,18540,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/20/2016,Gothic Town,RK,P3,1,R11,18541,Other fly,Helianthella quinquenervis,,1,,,,,,Hydrotaea sp.,2016_17,
7/20/2016,Gothic Town,RK,P3,1,R11,18542,Other fly,Helianthella quinquenervis,,1,,,Azeliinae,Thricops,,Thricops,2016_13,
7/20/2016,Gothic Town,RK,P3,1,R11,18543,Hemipteran,Helianthella quinquenervis,,1,,,,,,,2016_23,
7/20/2016,Gothic Town,RK,P3,1,R12,18544,Ants,Helianthella quinquenervis,,1,,,,,,Acropyga decedens,2016_01,
7/20/2016,Gothic Town,RK,P3,1,R13,18545,Hemipteran,Helianthella quinquenervis,,1,,,,,,,2016_23,
7/20/2016,Gothic Town,RK,P3,1,R14,18546,Other fly,Helianthella quinquenervis,,1,,,Azeliinae,Thricops,,Thricops,2016_13,
7/20/2016,Gothic Town,RK,P3,1,R15,18547,Hemipteran,Helianthella quinquenervis,,1,,,,,,Miridae,2016_21,
7/20/2016,Gothic Town,RK,P3,1,R16,18548,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/20/2016,Gothic Town,RK,P3,1,R16,18549,Other fly,Helianthella quinquenervis,,1,,,Azeliinae,Thricops,,Thricops,2016_38,
7/20/2016,Gothic Town,RK,P3,1,R17,18550,Beetles,Delphinium barbeyi,,1,,,,,,Silphidae,2016_3,
7/20/2016,Gothic Town,RK,P3,1,R18,18551,Other fly,Helianthella quinquenervis,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2016,Gothic Town,RK,P3,1,R18,18552,Other fly,Helianthella quinquenervis,,1,,,,,,Drymeia/Hydrotaea,,
7/20/2016,Gothic Town,RK,P3,1,R18,18553,Other fly,Helianthella quinquenervis,,1,,,Azeliinae,Thricops,,Thricops,2016_13,
7/20/2016,Gothic Town,RK,P3,1,R19,18554,Bombus bifarius,Helianthella quinquenervis,RELEASED,1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/20/2016,Gothic Town,RK,P3,1,R20,18555,Beetles,Delphinium barbeyi,,1,,,,,,Pselaphidae,2016_3,
7/20/2016,Gothic Town,RK,P3,1,R21,18556,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/20/2016,Gothic Town,RK,P3,1,R21,18557,Other fly,Helianthella quinquenervis,,1,,,Azeliinae,Thricops,,Thricops,2016_11,
7/20/2016,Gothic Town,DRM,P3,8,,NA,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P3,8,,NA,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P3,8,,NA,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P3,8,,NA,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,DRM,P7,6,,NA,Other fly,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,5,,NA,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P1,4,,NA,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,2,,NA,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,2,,NA,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,2,,NA,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,2,,NA,Hemipteran,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P5,2,,NA,Other fly,Delphinium barbeyi,,1,,,,,,,,
7/20/2016,Gothic Town,LAT,P7,10,,NA,Other fly,Potentilla pulcherrima,,1,,,,,,,,
